ID,Difference
1378325490,-9540.96
1712812663,-6480.09
4866037685,4772.94
0691825570,-8805.23
9198870897,6713.87
2723214751,4537.80
4658456878,-2556.18
8305068090,-8644.17
0998209161,-9954.49
8536794104,-32.47
4719271248,-6736.06
3721613488,6330.08
9918520151,-1517.42
3270937894,5332.18
5741144074,-3290.00
9478317706,3457.91
3745398454,-4981.54
3179486554,7953.10
3731423660,-7310.83
9718357892,-4563.93
1968399729,-7163.33
9794882718,361.64
5020896924,-3746.73
6800018324,8868.34
3193276509,-9444.09
5323323620,-9807.78
3543071684,763.31
8092952358,-6825.78
3292528862,-383.36
2492178856,-6733.04
7607045766,-496.32
9622051139,-9078.94
8875068945,7748.60
1146614398,-969.63
5668959522,-1986.62
0779055970,7876.07
0456406842,497.01
6547030393,1066.36
8126343173,5975.41
6111264080,3168.97
2388324256,-5051.53
2581018701,-3168.61
9653530091,-6667.81
6745289460,663.51
1384977220,7109.83
7188098986,8296.22
9181190635,8359.51
4694856823,764.27
4381214162,-972.50
4537933645,3185.93
5907384431,-9148.27
6350057256,2823.71
1082668167,5419.97
3530031626,-5630.22
0669218289,-8822.05
6673251587,-5897.54
4923790256,-4122.26
4688182690,-2926.28
5854642695,1544.40
2153100845,5100.41
1998020339,-6361.90
5335364249,9556.95
4621869394,-7471.58
4106491288,-1032.86
6455446391,8718.75
4681274231,2033.68
9141904021,-9060.26
9121955605,5823.28
6366253426,4008.05
7582793119,2551.86
8018233797,-4090.85
7080944192,1216.08
5907384431,7751.44
3731423660,3520.41
5210069552,-6963.93
6350057256,-9602.78
9496080111,6530.82
3650217365,-9125.95
3476890309,-4651.49
1510146713,-2808.82
2408295236,4797.87
2385655529,-2971.46
1592617273,-8979.63
7416945805,-7563.60
9562077665,4230.06
0562250675,4610.16
7490748977,-6409.64
8934152768,9161.59
6678043670,-9332.81
4090853976,3574.83
6527264500,5184.01
5731548003,2735.60
9390676841,-1331.89
7726389805,-5739.23
7726389805,-387.58
7451245973,-3291.10
4902408253,-3443.07
3673478227,-3089.53
2248017459,-9043.64
4115665559,8661.33
8970983007,-452.03
2991405521,7676.15
5420522426,-708.72
6003304960,-8505.60
2248017459,6059.40
8015908751,-1766.02
2629587379,-1843.97
0660530762,2266.68
6648611642,5618.31
2143810803,-8733.49
9482629801,2774.11
8845699269,6980.16
8092952358,-7905.14
8355922401,6104.05
7644306518,-8534.52
2651246730,5212.21
8827773266,9700.28
9496001996,-7300.68
4719271248,-1131.61
0160656750,-6716.12
5741144074,-9484.22
4115665559,-8881.76
3350921818,-2185.77
1823104207,7268.17
0526293463,2000.91
0536688623,-5494.03
9486205307,4795.96
8536794104,7778.47
7034893020,4990.42
5335821173,3091.16
4572616355,-882.93
8643397137,2605.33
9669480354,8696.12
9136370983,8049.05
6909209281,8575.98
4591924936,4689.97
9136370983,-7551.42
4060746398,-3159.42
1441516011,-2189.87
2352069104,-5050.72
6129235515,5303.99
1000961084,189.06
8656007953,8268.31
7553066594,-5489.31
8355922401,3845.70
5759450635,-2721.44
0661681137,-6951.83
4660934199,8940.20
4520774059,-2608.30
8515709202,3849.75
3526451327,-8642.30
9482629801,-2230.88
3778176976,1452.31
1185555350,6923.45
7451245973,-7728.29
4105276013,-7489.85
8858817068,-2105.92
1107966158,9049.38
6350057256,-9534.31
3270937894,3412.54
0661681137,4139.21
3717989709,4159.30
6484488235,-789.11
2824249448,5452.43
6366253426,-7968.70
2936060139,-7662.45
0518965576,-822.50
6455446391,-608.67
1107966158,-4040.45
6651799405,-4942.80
3350921818,-9416.71
3654040196,-7310.22
8541384079,-5227.46
1346634826,-3547.81
5448408927,5949.55
4009780188,6755.59
9834875330,-124.55
4658456878,7272.40
3350921818,1660.24
4621869394,-1333.43
2224339313,-1396.09
9599828561,-6900.76
0250366380,8095.54
4169326792,2665.43
8040490352,491.15
4216241989,7369.06
7451245973,9047.48
7416945805,-5492.03
6549331528,-6966.80
7395498484,3791.26
6863848302,-4758.01
9807764160,6259.45
6003304960,-8067.32
0304330371,243.31
1346634826,2351.03
9760392136,7874.34
9557246370,2168.93
8725765496,4595.36
3912216975,-9430.35
4902408253,-207.80
2674748870,-3366.90
7381934201,-3490.87
4880151872,-6278.99
8322482415,-9242.12
4869200973,-2820.19
5752268422,6832.20
2779214558,-2123.37
1764785864,4495.68
4105276013,-5719.03
5752268422,-7516.22
5367806651,-9852.50
9045347359,24.57
3781094871,4270.73
1714340557,-4930.27
2248017459,3100.09
4550162521,6772.17
5410144743,5806.94
3813188048,-2043.51
0732359945,9254.03
8541384079,9026.39
4954772071,692.42
5829204876,8153.46
4595949711,-6069.80
6418442745,-655.57
1823104207,-5721.19
5068671653,-1211.64
7318327633,8198.04
3584092722,4164.62
3712167759,-9000.17
5801301476,4746.41
5696564387,-9506.60
7644306518,5794.09
1185070367,-208.61
2151082552,-4071.55
2674748870,9895.70
4200935028,-9687.03
0255669822,-4912.59
4389881792,-9149.16
6892235918,-5002.43
3638134048,6451.17
1822324553,-5210.62
8369749626,-1177.39
5759450635,-4200.33
2936060139,5901.43
0691825570,-6300.70
7034893020,2566.36
7451245973,6279.92
8249943432,4309.62
9696992652,-3599.63
7277317238,-592.93
4484385184,9045.35
9496080111,-5803.74
5628827737,6305.47
2030175964,-2905.01
8563933389,632.95
4688182690,-7239.21
5020896924,4694.32
0304330371,7682.63
2860491560,-9803.43
7416945805,5584.84
4866037685,-3216.85
4169326792,616.51
1764785864,-430.85
8414801949,-4347.92
2991405521,-9996.60
6595592898,5129.12
2429498245,-2521.52
2248017459,-1752.17
7100574604,-6611.66
7184014426,3516.69
7451245973,8639.24
4389881792,6912.63
0518965576,-2334.41
9256416523,-2956.25
3542868917,-6888.34
3193276509,6504.47
3813188048,7268.02
9890834319,-2800.02
8934152768,-5619.92
0109005594,2337.29
3193276509,3097.41
4267407276,8309.89
6420316172,-4497.03
3487853361,6025.42
3305512816,9623.45
4814016860,-1851.84
7304344150,-9335.32
3547041797,-8088.96
2786403895,7150.21
0382193382,-7394.62
7958999007,-7343.41
9482629801,-4893.34
5258116530,837.65
7644306518,-2643.32
6185668391,623.42
5589951976,8723.39
9290591655,4771.84
3174936518,2255.37
0577714476,-4589.23
1146614398,-5195.73
3805879359,-4800.72
2786403895,-638.08
3543071684,4250.31
4115665559,-1159.77
9136370983,7614.38
9141904021,-5444.60
6800018324,7917.71
2253016957,3776.98
3543071684,-1050.25
1712812663,5414.32
4954772071,302.44
1542914570,-153.49
3554834990,-6406.91
9802350065,-3692.44
1384977220,8705.42
8653698429,9789.78
6508306543,-4493.10
4060746398,-3994.08
2369423532,-3451.84
0706885861,-3170.11
5367806651,2720.94
8534070311,-8614.91
5210069552,2536.12
4853907865,-4342.17
3193276509,-8251.33
4520774059,9184.34
4445212826,612.34
9181190635,8663.94
6484488235,-5138.93
0455312481,-1119.90
7416945805,6375.56
7958999007,-86.81
7098817253,664.19
8107586759,-3604.91
5361959282,3301.96
4364383728,-9187.47
5960224507,6256.31
4858567635,-7527.78
3731423660,7000.71
2224339313,-9851.39
4529669517,-2667.84
0154434369,9786.17
7582432136,5188.97
2248017459,-6838.05
9379973291,-1908.23
8488835936,-904.23
4112328385,8466.15
7644306518,7920.86
7291675340,1314.80
2408295236,-8869.66
2651246730,-735.40
4090853976,1046.98
8725765496,1799.19
9383306413,-1738.58
2779214558,3317.92
5534953149,-5038.86
8126343173,-1678.18
4681274231,6009.42
0215789363,-419.24
6073654270,-3693.88
2422889882,1852.78
3654040196,-9547.11
3805879359,-4863.96
7188098986,2300.08
2723214751,-8895.19
1542914570,-9014.53
7188098986,-2518.42
0185735176,2371.82
9385385437,-3493.89
0660530762,-2693.17
8981795831,3187.50
4186437829,-5398.77
5482714197,8814.90
6196039860,-1189.49
8563933389,-7061.67
2124498683,-2341.79
3530031626,4511.57
5854642695,-7334.68
1424352568,1894.39
1147078561,-1820.77
6878513347,1041.49
3600473983,-1813.96
7774342987,6893.52
3584092722,-729.57
4606165102,-6137.05
3805879359,4938.68
0779055970,2315.84
9873491790,-5432.36
0536688623,7291.66
9807764160,-2755.01
4090853976,7160.72
1147078561,3938.69
5635630621,6679.22
3712167759,935.05
3781094871,-1777.56
6527264500,866.37
4869200973,-8041.33
0551081005,-8037.97
4954772071,8077.29
4537933645,5934.33
5335821173,4755.25
7270806787,9485.04
7490748977,-3320.73
0937578058,-6365.11
3721613488,4869.65
7588870819,-2704.77
7774342987,-4012.72
2674748870,1793.74
5210069552,1393.56
6506299880,1657.24
3610116413,1884.24
3547041797,-1485.40
1714340557,-275.15
8656007953,-7412.82
3543071684,-6446.91
2422889882,-3069.45
6018002779,890.96
7607045766,-6657.78
2030175964,-8252.06
9198870897,8471.29
4169326792,-2086.64
0185735176,-4562.73
8785600708,-9765.81
9254936016,2899.55
6434977763,-2412.42
9718357892,-5086.82
7938683279,2420.50
2112381380,1486.24
6580851147,-754.41
2806586426,-1720.84
5801301476,-5017.44
0255669822,8789.15
5042628178,-1186.37
9873491790,-633.07
7094668809,-7476.59
3835790709,-8441.14
4105276013,-7387.82
1474031033,5024.46
8448464471,-1681.56
8725142988,-9973.75
3635953722,2317.01
4546614467,-9549.96
5354219413,5538.75
1712812663,-2037.42
5628827737,9433.01
5854642695,2127.21
5068671653,1426.03
3915571327,2971.11
4389505535,7397.55
6961439709,5426.61
5624816775,5660.16
7188098986,7630.04
8414801949,1284.84
7451245973,-2601.97
9390676841,9352.64
9834875330,-2832.68
2786403895,1204.23
0771230429,-3759.53
5323323620,-5920.30
9385385437,-2100.32
1480009564,-6484.79
3310423357,-3071.72
3813188048,2213.87
9105047265,3828.78
5210069552,1190.67
8436957424,1672.64
1772801237,-9940.71
1147078561,-7093.20
8875068945,-189.24
3392202478,2323.64
4529669517,7058.01
7553066594,2553.32
5042628178,7575.19
2581018701,3076.36
6828234097,-9999.04
6547030393,6639.12
8092460766,2137.53
8656007953,6020.22
2635496402,7414.09
2806586426,3523.79
8015908751,-4408.83
4658456878,1072.00
0935462556,1092.39
2806586426,1596.09
6508306543,-3128.76
0467108538,-4428.78
1996123508,704.40
4550162521,989.06
9141904021,-3166.03
1422323692,3280.19
9383306413,1842.21
1736734782,-5141.37
4591924936,752.61
7416945805,788.59
3180117194,-7551.58
2629587379,-2579.75
9379973291,7842.97
3043118208,-6074.51
2112381380,-1301.42
0736282292,-3738.34
3673478227,5379.78
4307005714,-1238.86
3823383916,-1569.11
7041552559,-9828.43
6508306543,-9098.40
2143810803,9586.51
4286040814,-1282.88
1592617273,1844.32
1107966158,8454.19
3673478227,2172.66
0935462556,6517.20
6224411925,-3047.15
0109855476,-5758.73
2301069783,-4565.37
2486779900,-7572.32
3654040196,5446.01
4688182690,-8564.62
9328787737,-524.72
0518965576,-3986.89
5482714197,-5269.54
5042628178,-5534.11
3043118208,-9185.09
9562077665,-3259.00
3542868917,9177.40
6892235918,-3138.47
6745289460,-7143.32
4195672066,9482.49
1542914570,-1266.06
1147078561,5913.64
3180117194,8681.21
7726389805,-4.85
3757995613,6429.70
7184014426,-512.52
3543071684,-8465.03
5696564387,9877.63
6994464533,1560.15
4719271248,-5721.13
9599828561,-4747.96
3584092722,-7749.73
6547030393,3989.28
1285883358,-6506.55
0456406842,5625.89
1441516011,7097.98
1185555350,7516.65
9256416523,-1129.46
6909209281,-2160.29
2301069783,2622.16
8092460766,7430.44
2031034072,7546.25
8322482415,6701.89
2581018701,-5416.83
4658456878,2884.79
6242996944,8131.98
2124498683,8299.04
1981373765,-4550.22
1185070367,7560.52
4186437829,8307.93
3638134048,-2434.70
4306339937,-4793.55
9496001996,6365.75
1185555350,-5303.95
0661681137,3317.27
9669480354,5227.68
2293298218,5090.46
0264545350,-6372.40
0937578058,4599.70
8126343173,-139.93
9446647042,-60.90
4169326792,2260.27
2097766470,1377.93
4060746398,-2019.00
0263489600,9057.22
4106491288,-4690.39
3530031626,-4569.96
0235019653,7620.96
7868589741,-63.03
5323323620,3334.81
4537275327,-157.86
9794882718,2880.83
5829204876,7285.65
1596861742,587.98
8970983007,1196.00
0255669822,-4457.52
4537933645,7422.89
6892235918,1675.79
5410144743,-899.47
0467108538,378.67
8488835936,5262.70
1378325490,-51.99
4621869394,5258.18
8643397137,425.00
9121955605,4833.54
6224411925,5571.20
3721613488,-3140.95
1592617273,-2065.71
1712812663,-7948.88
8934152768,1993.08
6828234097,-3962.95
1000961084,-3815.15
3484307460,-7814.10
7395498484,-2033.92
1146614398,-3890.15
5717534283,5024.61
1981373765,-4493.11
5136931862,-5632.11
9329444052,9032.55
2248017459,-3419.78
9627058681,-4340.15
8950942414,-8307.44
1968399729,2109.66
6366253426,9420.19
2021047230,2219.42
0053203537,433.10
3805879359,-5664.94
6892235918,8348.67
3635953722,-6538.64
7607045766,-9347.11
4105276013,9705.70
8541384079,-903.16
9833157369,-7629.83
3654040196,-7933.47
6468859937,-1012.30
7490748977,8431.42
7582432136,822.46
9329444052,727.19
0558967549,5862.39
3305512816,7057.42
9478317706,-7192.65
8643397137,-8271.31
8785600708,5513.78
1549327115,-1397.41
1053982605,-6061.62
6242996944,-261.25
0455312481,-2225.98
4389881792,-8878.97
4182673179,-9830.02
7184014426,2563.90
2263940450,-4340.13
9627058681,-896.48
7582432136,7460.44
7224775657,8192.34
8642845443,3444.67
9165786755,6943.64
1736734782,1278.79
6651799405,-8014.97
7707675536,2517.24
1764785864,-60.68
9622051139,1182.86
6069112602,2553.81
6196039860,-3813.55
7236547214,-4105.42
1822324553,1809.98
1790911005,6726.34
3392202478,6236.55
3292658088,-6537.75
7075212537,4314.75
5628827737,-5834.54
6434977763,178.83
4576927015,-9430.82
4591924936,5715.68
3670120949,-3334.08
6551025815,1963.33
4681274231,9555.95
9640538685,-5788.26
3554834990,-2223.56
8288434086,6510.77
1185555350,-6335.22
5335821173,2173.04
7726389805,822.26
3813188048,4181.05
1000961084,-8097.04
8249943432,-4502.41
1422323692,-8175.16
6484488235,6976.00
8845699269,1811.73
5534953149,3516.01
7958999007,-6475.01
3635953722,-7805.13
5628679561,-2919.44
9379973291,-1241.59
5361959282,1683.03
8515709202,-2415.36
5624816775,1500.35
8402343921,-2765.10
0998209161,7095.19
2429498245,-2252.22
1480009564,-9915.50
1981373765,-3853.62
9496001996,6674.84
6129235515,5780.45
2253016957,-6049.81
3292528862,-5518.80
3731423660,6378.51
1474031033,-7721.30
9918520151,9760.12
6800018324,840.99
3650217365,1580.57
8739103887,-7448.40
8677093097,2572.73
3554834990,187.47
4977562005,-6001.49
8677093097,-3891.78
1082668167,1634.81
8875068945,2949.93
1712812663,265.77
2422889882,-3867.39
4658456878,5573.13
5304234858,123.60
9718357892,-3036.44
3310423357,-8088.57
4484385184,-453.33
5042628178,-5948.90
3712167759,-2020.99
7188098986,9271.93
9105047265,2034.82
7094668809,6153.74
1596861742,-1310.09
0525723787,8085.10
4719271248,-236.62
2143810803,-3492.53
3781094871,59.68
9599828561,3014.39
7080944192,7904.02
2867360668,-4381.49
9379973291,-4888.83
3487853361,1924.51
9165786755,9427.09
9834875330,8356.32
3174936518,9679.40
1107966158,-3515.33
4572616355,-7661.55
5335821173,-8402.83
5226847552,5905.95
9973323629,-8539.94
4923790256,-1515.94
7813894344,-3068.32
7490748977,-6393.87
4591924936,-6964.97
9873491790,8873.39
2151082552,7130.71
4364383728,-9465.09
0053203537,7207.30
9482629801,-6590.13
3610116413,-5112.37
9640538685,4151.94
3584092722,-1048.48
5741144074,-843.28
3310423357,-1826.17
5452201836,-3427.90
4520774059,-7852.61
7100574604,-1156.03
1163708254,8439.74
7607045766,-3906.94
8488835936,-4779.15
5452201836,4182.79
7034893020,5851.25
2253016957,-6836.18
3524126657,-9295.12
5323323620,2287.98
8102629199,7367.80
8305068090,4032.62
3638134048,-1754.66
6314719416,-6237.14
8354834987,744.88
1278306972,6195.44
3731423660,4523.71
4858567635,-7541.89
8677093097,-3281.67
9486205307,-2534.19
0456406842,-5994.37
3476890309,2503.55
4115665559,-422.43
8095202505,-4445.60
5020896924,3151.12
9328787737,-8169.98
5428803173,2807.62
9794882718,358.41
2422889882,-1231.63
0109855476,807.14
8536794104,5580.01
4105276013,7297.99
1542914570,-993.14
4690004695,3206.65
3757995613,-4018.93
0382193382,3528.47
3770824896,1418.06
3555419981,-1533.55
3673478227,-8186.93
2030175964,9389.18
4719271248,-5918.25
7270806787,-5598.76
8536794104,-1933.79
0525723787,9239.84
1107966158,8201.79
3638134048,3182.28
2779214558,367.99
9290591655,-1133.36
9718357892,2650.86
6664444098,2050.15
2143810803,8678.45
9385385437,-3678.21
8845699269,810.96
3542868917,6405.21
4691895527,9743.44
9045347359,-9645.69
0160656750,3369.73
8018233797,-3502.35
0691825570,9624.52
3584092722,-9142.87
1615152369,472.59
8040490352,-8035.78
9383306413,5414.98
8563933389,6263.35
3670120949,6805.85
4923790256,-6345.65
6909209281,-2987.25
2581018701,2542.67
3778176976,9883.06
6651799405,7860.92
8845699269,-9008.47
1714340557,5139.58
5741144074,-7003.79
7760303375,7242.22
0691825570,3358.94
3770824896,249.61
2143810803,3998.38
0109005594,-4136.47
1615152369,-9672.45
6484488235,-1614.38
6635132263,-4853.05
0053203537,-8149.54
3292658088,-7227.14
3717989709,-2401.07
4572616355,-8586.32
2429498245,8491.52
3717989709,-9218.44
4537933645,-4399.65
8515709202,1259.61
4267407276,-7460.16
5335821173,-4564.84
4546614467,7040.73
5298692678,-3105.26
0998209161,9609.84
3611152816,-5707.21
9653530091,7417.78
8523307655,-5219.28
9627058681,2095.47
1480009564,-6912.38
3915571327,1722.13
5367806651,5804.58
0732359945,-4176.39
2674748870,6535.28
7938683279,1763.82
9446647042,-1936.71
0109855476,-1203.16
3547041797,9064.04
5136931862,-959.38
0935462556,759.05
9181190635,-1262.90
1365341869,-770.87
9379973291,-4547.08
4381214162,3600.39
7100574604,-8190.58
1575271049,-4377.27
7490748977,2524.74
0937578058,1339.62
6506299880,-810.60
0562250675,3257.98
4799107504,-3353.61
6520240668,431.15
3823383916,8109.50
9839966136,-8579.39
6314719416,8944.23
1278306972,5837.55
8102629199,-7934.00
2458813636,-8151.98
3805879359,-2205.95
3422078959,-626.36
8534070311,-1686.13
4445212826,-5630.52
2248017459,5385.50
5579408284,-9250.14
0771230429,-8141.97
0235019653,6142.52
3476890309,3364.14
9136370983,3935.25
7270806787,-8436.60
9478317706,-9425.41
5759450635,-9455.23
5628679561,5648.89
3835790709,8252.50
3350921818,908.18
0562250675,6344.15
7607045766,-3444.26
6366253426,-7648.42
7395498484,5636.16
3547041797,5874.86
1146614398,3999.86
8725765496,-2287.64
6468859937,660.41
3915571327,-9781.65
4060746398,395.41
2542224873,-9732.48
3745398454,1819.30
3912216975,-1088.59
5534953149,9539.71
8693108681,-9716.72
9121955605,-2834.47
1147078561,-6013.94
4869200973,-9179.41
2867360668,7322.68
6800018324,7431.82
4954772071,8599.21
4169326792,5057.93
1790911005,-3047.31
8693108681,-5687.03
2352069104,8378.41
0255669822,9502.19
8126343173,-7321.73
7304344150,-7474.35
8092952358,7951.30
7080944192,-5696.03
7416945805,2281.49
3842179951,1577.24
9496080111,-6923.30
4621869394,-5537.26
7726389805,-9637.82
3392202478,6797.63
7036306139,-5338.13
2458813636,-6467.19
8785600708,-5814.37
4186437829,-9597.63
4090853976,-5453.42
9807764160,3423.79
9136370983,6782.36
1441516011,-7684.68
0577714476,3398.04
2806586426,2714.70
1592617273,7324.16
6673251587,-4128.96
5210069552,5554.96
6474350487,9344.50
0525723787,85.38
0215789363,7149.07
3484307460,-3308.18
1413225097,2515.37
5410144743,-2309.27
0577714476,6619.39
8725142988,-5489.39
3385929429,8170.79
4364383728,1983.36
9335117407,5906.15
3721613488,6677.68
3543071684,-7464.52
6314719416,-4681.71
8523307655,-6037.92
0551081005,-6971.79
3270937894,-9999.67
8640645616,7088.29
6961439709,2119.04
7588870819,2949.63
1736734782,-728.33
7704417809,-3597.74
0551081005,-6461.27
2408295236,6792.34
6800018324,-2135.08
5335821173,8636.66
3781094871,-3706.89
4688182690,2757.84
8536794104,2401.91
5589951976,1481.80
5210069552,-7504.66
3757995613,88.02
8563933389,7382.89
7644306518,2634.08
3385929429,1948.05
1549327115,6571.81
7304344150,4648.17
4112328385,2861.80
3673478227,8744.19
1573005383,-3427.89
4182673179,-414.40
8693108681,7831.45
4182673179,2382.24
1107966158,5914.53
2936060139,-7515.24
3526451327,-9785.81
0779055970,6928.52
4902408253,-6710.63
7582432136,9446.98
7707675536,1442.83
4591924936,7130.70
5323323620,9879.34
3555419981,5148.05
1525127769,5519.71
9482629801,7216.84
2385655529,7449.00
7545285006,4883.67
7553066594,9264.83
4306339937,8147.73
5907384431,-177.83
2031034072,-2576.82
2824249448,4358.30
0732359945,-6206.97
8725142988,7710.61
6547030393,3088.23
4474379879,3784.98
8643397137,3838.58
1185070367,9536.07
7141423741,4688.28
5042628178,-803.83
0382193382,2665.21
6961439709,9334.78
9378033286,-4453.49
4009780188,6834.71
1278306972,-1098.95
3476890309,-284.22
0691825570,-6669.72
5335364249,-4632.34
3842179951,3731.62
5482714197,9188.74
0937578058,-3095.72
8739103887,-8625.10
0072753844,6664.05
4595949711,-6831.06
3292528862,-7946.52
2674748870,329.61
9378033286,8310.75
9329444052,-5019.05
5534953149,-5500.83
5448408927,-487.79
8402343921,3186.03
2651246730,6487.50
2263940450,460.09
4853907865,8229.91
9496080111,-8948.01
9718357892,-5851.84
1346634826,5842.10
3842179951,7140.36
4799107504,965.48
9446647042,6229.13
3530031626,-9805.91
4853907865,101.83
3476890309,-8638.24
2352069104,-2910.92
8845699269,2158.53
9973323629,4880.08
0518965576,9968.80
8640645616,-3809.03
5635630621,1832.45
4445212826,-7521.15
0344909346,-7468.56
5452201836,-3370.72
0558967549,3234.49
4267407276,-6567.07
8322482415,-2258.76
6595592898,6727.78
4105276013,3583.21
6073654270,-497.61
4106491288,6912.04
5042628178,-6187.35
5304234858,-8806.79
4869200973,7038.29
1714340557,6219.43
4186437829,-3537.00
1981373765,2475.75
4389881792,-7901.37
9796939143,-3764.60
1510146713,30.93
3610116413,9259.98
9256416523,5083.02
2918676858,3550.24
8092952358,587.70
0745672043,4097.84
9711055325,3007.37
2369423532,2760.26
9807764160,8949.11
0250366380,8274.24
1822324553,3857.35
3292528862,8367.65
6664444098,-7995.38
7291675340,-7620.52
1736734782,-6080.34
6863848302,2597.08
3524126657,-4963.56
8725142988,869.22
6863848302,8294.33
5335821173,5479.20
4186437829,-6025.81
8563933389,2908.70
9335117407,-732.08
8354834987,2298.83
6242996944,1483.55
1920678284,3633.65
9794882718,1384.00
3635953722,-5.00
7451391726,1809.35
7184014426,-1643.73
4389505535,-3567.88
3547041797,6413.31
8645377100,-1456.09
4591924936,-4585.94
3842179951,4305.93
8305068090,-414.17
9760392136,7246.02
0518965576,-3160.29
3249661806,-5795.20
3193276509,-6536.10
7868589741,-8768.83
6648611642,2413.47
8858817068,7625.20
4727826880,7268.10
6520240668,-2448.72
3292658088,-3399.01
6909209281,-9656.34
4550162521,6918.41
1163708254,-2791.16
9464095887,-8735.68
9105047265,-9244.03
2144193710,-4335.90
5361959282,222.30
7451245973,-6911.28
7304344150,1403.84
2486779900,-7974.92
0771230429,-4720.34
7451245973,-514.62
8126261947,-6708.24
8102629199,-130.40
5428803173,-1773.76
1785300061,-5835.04
2385655529,1624.73
8355922401,-8267.94
7607045766,-1422.82
1981373765,436.68
4060746398,-3432.25
8739103887,5133.93
4106491288,-2518.71
3650217365,-5968.64
4112328385,-9468.43
2779214558,2927.27
7490748977,261.93
3292658088,-6321.97
1615152369,3772.05
8725142988,-5389.68
2021047230,2965.74
8858817068,6202.98
6111264080,1548.47
6418442745,1999.86
3610116413,-9540.32
2369423532,-7766.01
1510146713,8956.18
7416945805,-8857.35
1615152369,-5883.91
0558967549,-8712.74
3179486554,-3640.28
4923790256,8427.96
8656007953,6024.96
2542224873,3985.80
6635132263,-8749.46
4307005714,9759.78
6474350487,-3519.94
3542868917,6047.29
8095202505,241.67
7395498484,8200.28
4853907865,5613.93
6595592898,-3795.94
7041552559,2541.46
7041552559,3642.75
8541384079,-6608.45
0661681137,5833.85
8355922401,2560.61
3712167759,-2442.30
5181721075,9941.89
4880151872,-224.76
5589951976,9660.35
3915571327,-5485.67
8126343173,2002.67
3484307460,-4123.55
8845699269,-1358.04
5265499973,-5424.48
3876924485,9913.31
3835790709,-6165.74
4954772071,-8230.18
6434977763,-5343.46
8981795831,340.96
9105047265,-4883.57
8221217503,3872.42
2385655529,863.39
4288772216,5916.78
7318327633,-1216.86
9839966136,6474.92
1571256211,892.32
3611152816,-5398.50
5226847552,5303.34
8643397137,-3176.39
3350921818,8523.65
5580722976,1451.47
2153100845,-7802.28
4572616355,7243.92
3912216975,-7551.41
6635132263,-3590.69
8092460766,8637.61
0250366380,461.81
2031034072,-8988.20
3524126657,-1543.83
1000961084,3786.43
2422889882,-5738.73
0998209161,-1496.00
5361959282,-571.25
2991405521,-6643.47
9254936016,6318.67
0562250675,-4149.48
0382193382,-3493.57
6368401516,8992.41
5628679561,4481.39
